1.636	0.926	0.434	1.999	1.626	2.357	71.742
1.921	0.043	0.239	1.264	1.976	1.264	59.134
1.385	4.730	1.646	1.982	1.388	3.250	87.936
1.765	6.828	2.220	2.000	1.772	2.000	86.421
1.314	2.887	1.046	1.934	1.308	1.934	72.508
1.077	6.152	2.049	0.652	1.104	1.129	72.824
2.188	4.527	1.538	1.991	2.169	2.304	81.677
1.859	7.242	2.305	1.985	1.887	2.329	78.613
2.159	0.926	0.496	1.701	2.144	1.701	65.834
1.373	5.172	1.809	1.557	1.347	2.066	85.005
2.383	2.965	1.030	1.960	2.368	1.960	73.064
2.186	15.793	4.957	1.838	2.193	1.838	170.585
2.398	9.766	3.047	1.889	2.403	1.889	97.471
0.976	10.590	3.372	1.384	1.000	1.384	98.373
1.644	12.965	4.108	2.000	1.660	2.000	109.356
1.933	14.207	4.426	1.673	1.964	1.673	115.097
2.173	5.844	2.050	1.725	2.196	2.204	89.113
2.208	10.730	3.368	1.940	2.189	1.940	103.597
1.636	1.543	0.682	1.997	1.623	1.997	69.967
4.279	1.734	0.755	1.001	4.260	1.503	89.230
1.771	13.781	4.306	1.668	1.785	1.668	112.373
2.694	12.074	3.802	1.994	2.672	1.994	109.522
2.177	15.652	4.805	0.541	2.192	0.893	109.434
2.469	6.828	2.205	1.806	2.470	1.806	88.478
3.258	15.062	4.714	1.953	3.271	1.953	121.280
1.995	3.340	1.166	1.958	1.983	2.274	75.868
2.797	7.473	2.367	1.382	2.786	1.382	86.438
1.449	14.414	4.535	1.839	1.432	2.303	117.801
1.669	2.156	0.842	1.374	1.681	1.374	66.756
4.077	5.000	1.703	1.647	4.076	2.269	31.142
1.827	12.660	4.040	1.662	1.836	1.662	106.517
2.553	10.188	3.306	2.000	2.553	3.810	117.184
1.222	12.887	4.054	1.972	1.253	2.353	110.689
1.566	7.934	2.607	1.950	1.586	1.950	91.699
3.058	1.664	0.679	1.553	3.068	2.108	70.230
1.567	7.539	2.418	1.676	1.548	2.310	95.016
1.615	10.492	3.304	1.033	1.614	1.389	97.063
2.035	10.199	3.193	1.986	2.030	1.986	100.860
1.482	4.348	1.468	1.980	1.502	1.980	78.074
1.846	0.621	0.335	1.450	1.816	1.901	59.932
3.089	5.641	1.794	1.954	3.046	1.954	83.552
1.708	10.703	3.398	1.998	1.703	2.340	101.462
2.286	6.836	2.246	0.771	2.317	0.771	88.308
1.907	14.730	4.560	1.999	1.875	1.999	116.927
1.617	6.223	2.109	1.882	1.635	2.281	89.937
2.395	4.160	1.436	1.999	2.388	1.999	78.374
2.823	15.586	4.824	1.495	2.826	1.495	107.808
1.381	1.551	0.606	1.992	1.360	2.887	73.533
2.679	15.977	4.996	1.679	2.695	2.078	123.240
1.810	13.367	4.299	1.514	1.815	1.514	110.478
3.521	9.906	3.175	1.883	3.518	2.210	104.584
1.656	12.434	3.941	2.000	1.665	2.467	113.418
1.582	12.746	3.988	1.676	1.588	2.026	107.445
2.677	6.902	2.250	1.943	2.661	1.943	89.196
1.260	11.316	3.512	1.701	1.258	1.701	95.807
1.512	14.848	4.634	0.449	1.548	0.449	106.389
2.336	1.293	0.583	1.998	2.395	1.998	59.215
1.631	1.051	0.526	1.703	1.643	2.468	68.594
1.606	7.605	2.477	0.533	1.563	0.982	81.038
2.654	2.324	0.861	1.921	2.644	2.382	75.281
2.046	15.492	4.851	1.994	2.028	2.412	123.472
3.055	0.500	0.330	1.993	3.033	1.993	64.253
2.063	15.973	4.971	1.741	2.084	1.741	117.539
1.259	14.199	4.400	1.162	1.245	1.162	109.851
2.515	3.750	1.297	1.956	2.530	1.956	77.233
1.256	1.344	0.622	1.899	1.286	6.085	48.020
3.381	1.727	0.698	1.125	3.396	1.672	68.078
1.605	7.730	2.577	1.995	1.598	1.995	82.759
2.879	15.852	4.943	1.492	2.901	1.973	123.215
1.241	6.711	2.209	1.900	1.252	2.240	78.411
3.276	14.570	4.566	1.013	3.294	1.013	111.376
1.967	14.551	4.545	2.000	1.958	2.000	116.851
2.388	0.383	0.302	1.926	2.363	2.580	67.843
1.373	14.891	4.639	2.000	1.378	2.000	115.680
1.516	11.141	3.569	1.631	1.516	1.631	102.380
2.329	8.934	2.829	2.000	2.333	2.000	95.896
3.404	11.598	3.682	1.980	3.371	1.980	109.842
2.419	15.227	4.748	1.977	2.438	2.401	123.616
1.830	10.008	3.159	1.205	1.806	1.205	90.469
3.132	12.336	3.896	2.000	3.139	2.000	109.881
2.129	12.805	4.013	1.999	2.141	3.362	122.251
2.318	7.590	2.472	1.843	2.292	2.259	93.693
1.847	10.477	3.276	1.996	1.814	1.996	101.277
1.665	9.473	3.037	1.923	1.671	3.907	89.852
2.837	11.277	3.516	1.937	2.868	2.625	106.570
1.501	3.891	1.425	1.987	1.509	2.371	78.801
2.252	1.457	0.640	1.992	2.246	1.992	69.559
2.530	5.137	1.752	0.314	2.502	0.314	69.470
2.886	2.727	1.021	1.925	2.880	1.925	73.400
2.430	11.871	3.804	1.557	2.438	1.959	107.379
1.825	2.227	0.832	1.646	1.826	2.708	72.686
2.675	8.098	2.601	0.238	2.677	0.238	85.843
2.775	5.664	1.863	1.850	2.749	1.850	83.164
2.759	7.164	2.360	1.978	2.754	1.978	97.902
2.177	7.918	2.508	1.726	2.164	2.164	92.844
3.594	2.293	0.813	1.227	3.574	1.620	66.621
1.708	12.555	3.930	1.175	1.679	1.652	105.430
1.032	5.070	1.724	0.758	1.018	1.096	79.426
3.093	14.402	4.539	1.980	3.116	1.980	120.727
2.503	5.883	1.984	1.791	2.472	1.791	78.778
1.615	1.113	0.482	1.123	1.628	1.463	60.640
2.534	7.730	2.475	1.925	2.528	2.348	94.830
1.468	4.078	1.380	1.900	1.470	2.267	78.357
2.403	2.051	0.779	1.277	2.372	1.277	65.537
2.989	10.559	3.254	1.963	2.971	1.963	102.087
1.675	10.355	3.271	1.161	1.656	1.161	101.497
2.086	15.289	4.735	1.149	2.093	1.149	122.322
2.701	12.770	3.956	1.976	2.717	2.398	111.342
1.486	5.324	1.738	1.890	1.450	2.304	82.486
1.157	10.746	3.372	1.393	1.179	1.393	98.024
2.149	8.410	2.773	1.594	2.189	1.594	92.881
1.784	8.855	2.813	2.000	1.788	2.000	95.285
2.583	2.059	0.813	1.973	2.558	1.973	70.636
1.610	1.949	0.757	1.998	1.600	2.619	77.407
2.232	11.766	3.741	1.337	2.231	1.337	99.603
2.229	7.008	2.313	1.467	2.238	1.467	119.085
3.275	5.039	1.652	1.630	3.259	1.935	66.661
2.023	11.926	3.789	1.965	2.039	2.280	115.255
1.658	5.738	1.870	1.291	1.648	1.291	78.194
3.434	12.363	3.873	1.987	3.446	1.987	109.880
2.782	13.820	4.365	1.868	2.777	3.105	122.977
2.095	8.852	2.890	1.474	2.084	1.474	91.900
4.774	2.211	0.804	1.879	4.737	1.879	73.419
1.761	9.059	2.882	0.507	1.771	1.111	84.638
2.526	3.031	1.128	1.407	2.544	1.407	69.969
0.751	8.883	2.782	1.636	0.762	1.636	97.718
2.657	5.094	1.677	1.263	2.654	1.678	79.778
3.552	1.664	0.663	1.798	3.518	1.798	66.084
2.924	2.410	0.879	0.878	2.913	1.314	66.764
2.143	5.461	1.810	2.000	2.155	2.000	82.772
1.652	10.586	3.410	1.524	1.653	1.831	172.728
2.439	2.715	0.963	1.975	2.422	1.975	73.537
2.314	8.008	2.559	1.939	2.329	2.275	94.177
1.337	4.016	1.369	1.325	1.326	1.325	-25.877
1.895	0.699	0.350	1.102	1.939	1.102	58.562
1.832	3.176	1.109	1.484	1.832	1.484	70.043
1.688	6.145	2.023	1.872	1.685	1.872	84.291
2.417	11.625	3.628	1.863	2.418	2.368	109.844
3.201	8.535	2.717	1.993	3.201	2.631	100.078
2.772	5.305	1.724	1.716	2.796	1.716	80.355
2.649	1.070	0.524	1.777	2.676	2.193	59.950
2.851	1.648	0.682	1.937	2.871	2.290	70.992
3.080	5.398	1.745	1.957	3.099	1.957	83.278
2.701	4.086	1.421	0.914	2.705	0.914	73.724
2.717	0.496	0.375	1.715	2.713	2.044	63.987
2.480	7.691	2.432	1.969	2.428	2.451	93.925
1.294	13.566	4.242	1.600	1.273	1.600	109.873
2.560	1.164	0.584	1.996	2.569	2.340	69.814
1.544	14.215	4.405	0.619	1.560	1.028	106.724
3.203	10.891	3.447	1.109	3.221	1.109	117.919
1.772	9.012	2.930	1.949	1.733	2.259	98.574
1.435	7.145	2.245	1.999	1.413	2.361	93.681
1.568	3.441	1.220	1.912	1.572	2.867	77.014
1.952	12.695	4.035	1.937	1.950	1.937	109.582
1.490	1.633	0.677	2.000	1.505	2.000	68.908
0.949	14.379	4.548	0.603	0.979	0.603	105.754
2.774	12.699	3.935	1.702	2.747	1.702	108.988
2.532	14.035	4.367	1.980	2.545	2.393	121.250
1.750	4.848	1.642	1.978	1.761	1.978	6795.236
1.668	12.430	3.909	1.963	1.676	3.193	116.902
3.538	8.559	2.739	1.802	3.536	1.802	95.256
1.687	0.965	0.454	1.510	1.669	1.948	109.847
2.316	8.121	2.663	1.805	2.304	2.342	96.700
2.025	4.910	1.668	0.969	2.012	0.969	74.452
1.905	2.883	1.084	2.000	1.873	2.000	73.795
3.267	4.715	1.633	1.802	3.247	2.228	62.100
1.576	7.414	2.443	1.535	1.571	1.535	87.278
2.242	8.367	2.776	1.946	2.214	1.946	93.081
1.251	8.027	2.588	1.979	1.263	1.979	113.268
2.487	8.824	2.804	1.187	2.457	1.540	92.644
1.531	0.648	0.429	0.833	1.536	0.833	47.630
2.319	3.988	1.400	1.958	2.293	2.289	83.923
2.840	1.539	0.657	1.987	2.867	1.987	65.252
2.002	4.027	1.404	1.890	1.955	1.890	77.445
2.844	3.805	1.321	0.405	2.836	0.736	64.227
0.898	12.699	3.974	1.999	0.893	2.892	113.864
1.748	15.281	4.748	1.742	1.768	2.125	120.527
2.126	11.035	3.475	1.904	2.108	2.241	105.716
2.980	1.562	0.742	1.999	2.997	3.701	81.697
2.736	7.395	2.461	1.971	2.740	2.330	93.992
2.384	14.453	4.500	1.840	2.385	1.840	115.992
1.407	0.988	0.484	2.000	1.417	2.000	70.076
2.634	10.984	3.467	1.716	2.577	2.042	103.570
2.317	14.535	4.540	1.936	2.315	1.936	117.451
3.175	2.211	0.890	1.604	3.159	11.901	140.298
2.288	15.820	4.926	1.657	2.279	1.657	118.932
2.144	10.785	3.423	1.939	2.136	2.642	108.688
1.433	9.016	2.955	1.800	1.412	2.173	98.853
0.641	6.027	1.988	1.984	0.620	1.984	85.151
1.498	2.883	0.998	0.631	1.495	0.631	60.510
1.500	6.539	2.165	1.778	1.517	1.778	85.123
3.127	2.395	0.843	0.412	3.137	1.098	63.360
1.828	6.992	2.238	2.000	1.826	2.386	91.995
2.633	6.035	1.998	2.000	2.635	2.375	81.335
1.621	2.953	1.034	1.870	1.645	2.231	74.282
1.828	11.750	3.697	1.856	1.828	2.236	-90.511
2.266	11.348	3.568	1.976	2.255	2.406	112.423
2.802	5.996	1.955	1.870	2.792	2.478	90.794
1.866	1.133	0.512	1.867	1.907	2.189	69.235
1.452	12.422	3.883	1.993	1.484	1.993	109.607
2.177	10.426	3.284	1.967	2.129	1.967	101.490
2.571	5.199	1.739	1.056	2.573	1.056	77.986
1.854	3.223	1.186	0.836	1.834	0.836	62.838
1.823	0.477	0.307	1.612	1.793	2.001	8297.466
2.117	15.992	4.970	1.762	2.109	1.762	120.931
1.623	12.754	4.045	1.591	1.625	2.119	111.253
2.733	5.996	1.947	1.966	2.745	1.966	83.917
2.781	5.109	1.720	1.236	2.774	1.236	77.467
2.062	11.031	3.434	1.491	2.053	1.878	103.222
1.874	3.293	1.105	0.704	1.859	0.704	65.043
2.283	15.875	4.927	1.991	2.303	1.991	122.079
1.660	11.742	3.695	1.219	1.663	1.768	103.748
2.095	3.387	1.274	1.807	2.122	2.113	77.663
1.718	14.219	4.422	1.688	1.738	1.688	113.416
2.088	1.395	0.559	1.764	2.107	1.764	-121.824
1.529	4.137	1.444	1.910	1.508	1.910	76.531
2.369	4.824	1.619	1.537	2.351	2.035	80.383
2.379	14.598	4.567	1.996	2.388	1.996	118.473
2.434	8.770	2.771	1.361	2.407	3.119	89.481
1.708	2.961	1.052	0.691	1.740	1.148	111.137
2.201	4.629	1.521	1.989	2.171	1.989	80.104
2.955	3.953	1.491	1.748	2.901	2.830	83.556
2.193	5.508	1.777	1.472	2.203	1.969	82.172
1.209	14.113	4.398	1.995	1.216	1.995	115.518
2.601	2.566	0.989	1.640	2.571	1.640	70.088
1.865	4.355	1.463	1.437	1.895	1.437	74.893
3.225	9.656	3.147	0.600	3.224	1.486	95.809
2.309	14.320	4.452	1.994	2.311	2.539	120.674
2.970	2.066	0.886	1.561	2.918	2.393	73.236
2.911	10.789	3.393	1.468	2.922	1.468	99.481
2.477	8.902	2.827	1.298	2.456	1.648	92.438
3.279	1.328	0.609	1.993	3.266	1.993	68.557
3.062	3.504	1.207	1.814	3.112	2.458	83.758
2.131	0.945	0.534	1.788	2.165	1.788	64.490
2.727	13.969	4.402	0.335	2.717	0.335	94.613
2.080	4.367	1.505	1.999	2.056	1.999	73.935
1.523	14.965	4.638	1.959	1.500	2.787	132.118
1.622	7.359	2.364	1.995	1.630	2.620	97.875
1.637	11.023	3.479	0.763	1.642	0.763	91.915
3.751	13.348	4.184	1.436	3.739	1.961	115.989
3.261	4.102	1.387	1.889	3.247	1.889	100.118
1.638	7.824	2.558	1.999	1.645	1.999	94.011
2.428	11.645	3.665	1.997	2.425	2.382	109.281
1.412	9.492	2.996	1.984	1.405	1.984	102.715
2.603	15.387	4.796	1.002	2.596	1.002	114.281
2.396	15.738	4.893	1.887	2.385	1.887	121.173
1.594	11.262	3.511	1.882	1.626	1.882	104.165
4.116	4.820	1.610	1.881	4.113	2.442	86.738
2.890	14.398	4.530	1.998	2.885	2.593	121.726
1.482	7.480	2.432	1.918	1.509	1.918	85.829
2.654	2.688	0.955	2.000	2.640	2.901	79.750
3.010	12.020	3.739	1.937	3.030	1.937	110.006
2.358	0.547	0.312	1.519	2.340	1.953	63.312
2.903	2.215	0.844	1.898	2.888	1.898	76.901
1.281	3.090	1.161	1.018	1.289	1.359	68.657
1.722	13.711	4.277	1.568	1.701	1.568	118.785
2.717	13.418	4.143	1.846	2.732	2.165	114.133
2.750	11.297	3.623	1.840	2.738	2.361	105.806
1.397	5.340	1.797	0.557	1.403	0.557	72.223
2.246	12.180	3.795	1.746	2.244	1.746	107.612
1.562	2.492	0.920	1.347	1.591	1.696	69.218
2.816	9.684	3.132	1.993	2.848	2.536	102.658
2.191	0.156	0.180	1.145	2.167	1.145	54.879
1.911	9.207	2.950	1.994	1.909	1.994	94.905
1.275	12.508	3.893	1.149	1.246	1.149	101.674
2.561	0.648	0.445	1.991	2.570	1.991	66.898
2.451	6.844	2.280	0.766	2.474	0.766	82.071
1.922	13.320	4.145	1.814	1.943	2.254	109.310
3.724	10.648	3.405	1.574	3.741	2.049	106.980
2.405	12.062	3.845	1.962	2.409	2.570	110.590
2.735	11.508	3.632	1.962	2.750	2.452	110.937
2.761	15.969	5.025	1.982	2.709	1.982	123.304
0.940	10.359	3.327	1.333	0.968	1.333	96.368
1.607	3.824	1.343	1.060	1.619	1.060	57.925
1.229	11.805	3.737	1.986	1.271	1.986	109.343
2.062	9.297	2.945	1.974	2.085	1.974	97.262
2.940	10.762	3.408	1.677	2.939	3.016	124.213
1.621	12.477	3.938	1.669	1.608	1.669	103.301
2.809	0.305	0.271	1.765	2.804	2.575	75.245
2.298	11.273	3.562	1.876	2.282	1.876	99.540
2.193	8.938	2.892	1.982	2.206	1.982	90.367
2.599	14.004	4.318	1.581	2.625	1.912	117.027
2.211	3.457	1.240	1.718	2.200	2.127	76.380
2.328	11.383	3.610	1.965	2.327	2.857	111.771
1.153	0.227	0.232	1.641	1.150	1.959	62.814
3.563	12.898	4.002	1.994	3.552	2.597	115.244
1.172	7.422	2.430	1.130	1.159	1.467	86.953
1.866	3.188	1.198	1.940	1.817	2.538	77.355
1.611	0.520	0.336	1.959	1.593	8.323	107.226
2.291	4.332	1.471	1.976	2.306	1.976	80.827
2.368	2.461	0.941	2.000	2.382	2.000	74.603
2.275	4.715	1.571	1.851	2.278	2.338	80.653
2.246	9.211	2.927	1.728	2.264	1.728	93.927
2.754	5.910	2.031	1.477	2.725	1.477	81.571
2.302	1.238	0.512	1.930	2.288	2.568	70.977
1.972	1.344	0.536	1.978	1.971	1.978	67.352
2.958	11.387	3.596	1.972	2.972	2.343	108.139
2.792	12.301	3.862	1.985	2.756	1.985	109.444
1.139	1.160	0.520	1.188	1.126	1.188	62.110
2.101	12.105	3.819	2.000	2.105	2.303	112.327
2.992	0.039	0.176	0.519	2.966	1.141	55.742
2.272	5.641	1.786	1.784	2.258	2.140	82.891
2.681	13.418	4.260	1.550	2.661	1.550	116.989
1.149	1.926	0.757	1.507	1.132	1.507	64.179
3.062	6.691	2.187	1.424	3.054	1.791	85.623
2.079	4.945	1.663	1.938	2.080	1.938	81.953
2.501	11.078	3.495	0.853	2.528	0.853	95.864
2.975	5.820	1.934	1.762	2.983	1.762	83.189
1.789	9.906	3.237	1.731	1.785	2.032	105.796
2.962	12.301	3.854	1.935	2.968	2.243	108.878
1.901	11.145	3.531	1.366	1.953	1.366	93.723
2.746	12.059	3.789	2.000	2.731	3.092	114.946
1.184	3.676	1.329	1.893	1.181	2.668	80.776
2.716	11.488	3.626	1.421	2.748	1.421	98.701
3.285	12.992	4.038	1.283	3.312	1.283	106.066
1.396	13.184	4.096	1.998	1.410	2.385	112.571
2.802	8.660	2.793	1.095	2.781	1.476	91.166
2.049	1.531	0.686	1.995	2.066	2.541	71.417
1.114	7.176	2.395	1.823	1.103	2.125	92.131
2.214	3.441	1.204	1.709	2.205	2.423	77.698
2.056	6.414	2.104	1.732	2.046	1.732	84.996
2.071	1.184	0.566	1.996	2.053	1.996	95.649
2.035	11.691	3.703	1.975	2.053	4.003	120.242
3.757	10.230	3.241	0.833	3.780	1.314	101.166
1.865	8.289	2.682	1.999	1.860	2.556	100.048
1.421	15.449	4.783	1.752	1.410	2.161	119.298
1.713	11.352	3.530	0.301	1.688	0.629	92.429
3.077	12.895	4.025	1.998	3.071	2.480	116.426
2.257	8.961	2.837	1.989	2.249	1.989	101.194
2.183	1.539	0.649	1.876	2.167	1.876	67.724
2.196	8.059	2.582	1.983	2.222	2.515	95.973
1.901	3.367	1.112	1.499	1.876	1.499	68.650
1.250	5.574	1.868	1.947	1.269	1.947	82.425
3.339	7.883	2.490	1.905	3.332	2.228	95.629
3.117	7.602	2.445	1.982	3.124	1.982	92.472
1.558	7.801	2.512	1.799	1.573	1.799	105.549
2.301	5.613	1.848	1.838	2.321	2.651	87.876
2.372	0.484	0.333	1.914	2.347	2.815	64.512
1.941	4.836	1.670	1.987	1.959	2.619	84.440
1.316	8.652	2.814	1.996	1.324	1.996	95.576
3.472	1.590	0.657	1.906	3.477	2.888	78.335
1.123	4.418	1.583	1.513	1.115	1.889	77.545
2.496	11.551	3.645	1.928	2.473	1.928	104.587
1.918	10.957	3.396	1.880	1.885	2.225	105.319
2.090	6.332	2.103	1.879	2.105	1.879	85.620
2.462	15.195	4.785	2.000	2.458	2.000	121.616
0.909	0.484	0.317	1.988	0.902	1.988	63.396
2.251	14.508	4.532	1.829	2.232	1.829	115.325
2.609	11.727	3.745	1.910	2.614	2.817	102.361
2.362	10.270	3.253	1.135	2.360	1.135	94.650
1.484	12.477	3.899	1.756	1.453	1.756	107.085
1.828	9.719	3.041	1.396	1.828	1.396	95.855
1.586	14.996	4.655	1.741	1.556	1.741	115.070
2.273	14.324	4.469	1.449	2.289	1.449	114.211
2.706	1.652	0.668	1.996	2.709	1.996	70.109
4.442	7.578	2.430	1.979	4.427	2.617	112.526
2.753	11.660	3.748	1.601	2.724	2.375	111.243
2.832	12.953	4.011	0.384	2.849	0.746	103.884
1.265	14.316	4.561	2.000	1.265	2.000	116.592
2.798	1.801	0.751	1.210	2.798	1.561	68.429
2.548	3.312	1.150	1.865	2.562	2.262	91.802
2.296	9.879	3.159	1.997	2.317	2.638	103.158
2.430	11.820	3.702	1.975	2.407	1.975	160.147
