1.199	1.020	13.387	0.164	3.003	11.333
1.227	1.177	2.402	0.094	1.745	14.835
1.956	1.077	15.613	0.148	4.339	32.857
1.997	1.033	2.137	0.172	2.979	29.384
1.686	1.505	15.090	0.141	2.341	3.290
1.198	1.260	9.555	0.164	3.687	27.119
1.982	2.057	1.793	0.141	3.155	32.244
1.968	1.193	3.938	0.133	2.747	24.733
0.710	1.559	14.039	0.117	3.802	19.952
0.887	1.215	8.230	0.141	3.473	24.472
1.660	1.373	7.211	0.125	3.836	35.833
2.000	1.479	5.621	0.227	3.942	41.204
1.083	1.169	8.445	0.188	2.881	19.296
1.935	1.462	6.949	0.180	4.285	45.618
1.973	1.045	8.414	0.109	2.234	13.600
1.718	1.228	8.617	0.117	3.767	30.137
1.126	1.424	4.680	0.102	3.211	29.707
1.972	5.966	4.430	0.195	3.449	38.981
1.987	1.222	13.879	0.180	3.066	15.860
1.872	1.027	7.805	0.203	3.122	25.666
0.569	1.162	1.566	0.195	2.684	22.847
1.472	2.423	11.941	0.133	3.443	21.821
1.720	1.271	13.355	0.195	2.298	5.251
1.001	1.261	1.418	0.188	2.454	21.927
1.793	1.026	6.676	0.227	1.902	11.499
1.273	1.345	10.195	0.125	1.736	4.145
1.929	1.765	15.074	0.188	1.775	0.167
1.898	1.061	12.078	0.148	3.410	20.251
1.420	1.824	3.984	0.133	3.317	32.853
1.531	2.935	9.961	0.219	2.535	15.829
1.915	1.265	14.402	0.148	1.632	1.431
1.731	1.212	11.320	0.188	4.354	37.211
0.197	1.267	9.879	0.133	2.298	7.431
1.918	1.066	0.520	0.125	4.022	46.873
1.959	1.015	3.020	0.164	2.720	27.228
1.342	1.336	12.039	0.102	1.904	2.232
1.450	1.153	13.660	0.125	3.806	23.929
1.105	1.117	3.363	0.102	3.575	31.692
1.984	1.038	12.184	0.125	1.914	3.365
0.596	2.075	1.160	0.141	2.549	21.725
1.938	1.096	12.793	0.133	3.500	22.658
1.007	1.283	6.180	0.133	2.044	13.982
1.680	1.819	3.277	0.164	3.525	33.188
0.502	1.357	11.219	0.172	3.199	13.478
1.829	1.012	8.852	0.133	4.861	55.264
1.786	1.600	2.203	0.102	2.430	23.627
1.983	1.276	2.867	0.125	3.131	32.198
1.970	1.049	4.309	0.109	2.361	19.002
1.856	1.635	0.746	0.180	2.846	30.011
0.708	1.652	1.789	0.164	3.373	32.491
1.645	1.320	0.074	0.188	2.885	31.798
1.972	1.135	14.617	0.086	3.490	15.569
1.988	1.740	10.777	0.148	1.966	8.382
1.633	1.392	11.066	0.148	1.996	5.370
1.997	1.074	1.656	0.188	2.585	24.747
1.722	1.161	5.852	0.180	5.014	60.264
1.268	1.671	1.816	0.156	4.540	54.425
1.702	1.200	5.754	0.195	2.646	19.082
1.844	1.896	9.859	0.086	4.533	45.453
1.013	1.016	0.090	0.180	3.094	30.083
1.891	1.046	11.199	0.172	3.270	18.324
1.534	1.184	9.281	0.164	4.949	52.142
1.959	1.043	8.914	0.148	3.119	24.688
1.499	1.011	3.652	0.148	1.491	15.674
1.935	1.038	11.148	0.141	1.744	2.278
1.308	1.071	14.488	0.180	2.988	12.417
1.693	3.416	1.004	0.172	2.243	24.580
1.946	2.293	14.758	0.109	4.100	29.479
1.366	1.276	12.848	0.172	3.258	16.410
1.879	1.008	5.078	0.141	3.008	25.149
1.569	1.750	4.352	0.117	2.866	27.355
1.289	1.108	6.059	0.188	2.717	19.502
1.734	1.087	10.637	0.156	2.214	10.085
1.379	1.128	5.773	0.141	2.670	20.324
1.997	1.209	11.109	0.156	3.120	18.088
1.370	1.522	2.699	0.133	2.368	23.826
1.967	1.081	9.551	0.148	1.446	5.712
1.973	1.001	13.840	0.148	3.724	24.461
1.078	3.670	15.262	0.242	4.412	35.857
1.871	1.253	5.148	0.164	2.872	23.554
1.991	1.771	5.887	0.109	2.519	22.268
1.576	1.102	3.945	0.227	2.643	22.513
1.839	1.444	5.762	0.188	2.143	16.716
1.896	1.769	11.961	0.164	1.921	5.836
0.607	1.116	2.500	0.203	2.702	22.143
1.995	1.282	2.781	0.156	4.026	45.722
1.428	1.117	11.809	0.125	2.180	5.507
1.728	1.001	3.164	0.180	5.067	64.726
1.557	1.080	4.648	0.172	3.015	28.270
1.900	1.125	9.125	0.125	2.576	14.336
1.420	1.673	9.617	0.203	1.381	2.744
0.823	1.321	11.082	0.133	1.780	3.065
1.832	1.186	14.633	0.156	1.142	-6.173
0.645	1.206	8.664	0.203	1.647	4.429
0.730	1.391	6.824	0.133	2.089	10.833
1.479	1.248	15.922	0.133	2.894	7.726
1.999	1.034	12.879	0.141	1.713	2.310
1.854	1.940	2.332	0.188	2.696	26.935
1.132	1.062	9.363	0.148	4.343	42.117
1.955	1.202	14.410	0.172	2.161	4.448
0.413	1.260	8.398	0.148	1.743	2.658
1.738	1.576	8.363	0.125	2.215	13.152
1.999	1.012	14.078	0.172	5.287	56.529
1.881	1.010	8.938	0.156	2.913	17.906
1.114	1.459	13.625	0.250	2.715	8.931
1.542	1.225	4.172	0.148	2.383	16.397
1.747	1.941	0.020	0.125	3.601	41.700
1.926	1.086	10.250	0.156	3.381	23.054
1.991	1.119	9.938	0.133	1.436	4.547
1.567	4.427	2.512	0.203	4.127	50.255
1.712	1.067	5.590	0.148	2.600	17.700
1.740	1.147	4.363	0.141	2.302	16.767
1.986	1.491	5.602	0.133	3.018	23.902
1.999	1.755	1.934	0.258	2.602	24.355
0.357	2.297	8.105	0.133	3.232	24.904
1.703	1.141	5.527	0.117	2.570	17.193
1.935	2.168	0.574	0.141	2.840	29.155
1.614	1.266	9.363	0.148	3.925	35.197
1.565	1.167	4.648	0.117	5.641	75.285
1.971	2.553	11.031	0.203	3.720	31.712
1.528	1.081	15.410	0.133	2.714	6.732
1.898	2.127	9.906	0.164	4.683	47.461
1.971	1.311	11.930	0.125	3.827	28.144
0.411	1.457	2.738	0.156	2.393	18.266
1.768	1.283	15.676	0.109	3.345	15.287
1.172	1.768	6.477	0.148	3.413	30.023
1.686	1.850	2.113	0.164	2.647	27.430
1.287	1.122	9.301	0.164	2.154	9.721
1.458	3.300	9.715	0.164	2.673	18.527
1.949	1.418	7.219	0.148	2.647	19.719
1.356	1.567	6.902	0.117	2.453	17.466
1.383	1.197	8.160	0.203	3.573	27.487
1.805	1.001	14.121	0.164	2.348	4.132
0.510	1.155	14.906	0.148	1.998	0.264
0.866	1.403	6.188	0.133	2.340	12.045
1.923	1.516	6.859	0.148	4.455	48.549
1.774	1.198	14.773	0.156	2.766	7.935
1.264	1.130	15.746	0.117	3.804	21.189
1.884	1.308	6.883	0.203	2.076	13.459
1.996	1.112	5.664	0.188	2.983	22.144
0.345	1.064	13.680	0.141	4.794	36.862
1.771	2.147	8.246	0.133	3.422	26.325
1.805	2.033	4.066	0.133	5.034	62.602
0.774	1.074	9.426	0.117	2.001	5.985
1.993	1.350	11.949	0.172	3.372	23.182
1.837	1.247	2.410	0.188	3.197	36.256
1.629	1.056	2.508	0.086	4.415	52.058
1.355	1.197	0.574	0.195	3.668	40.340
1.053	1.009	0.648	0.164	2.226	22.370
1.904	1.679	2.867	0.164	3.589	39.764
1.909	1.392	2.660	0.133	2.799	28.468
0.459	1.457	15.520	0.172	2.844	4.714
1.302	1.047	2.582	0.125	2.553	22.925
1.278	1.137	7.113	0.109	2.463	16.677
1.666	1.327	2.340	0.188	3.717	42.699
0.912	1.393	3.695	0.219	2.177	16.347
1.575	1.008	14.840	0.172	2.304	4.875
1.920	1.624	3.164	0.180	3.633	42.491
1.856	1.306	15.430	0.141	3.521	17.455
2.000	1.296	9.855	0.188	3.445	26.339
1.790	2.091	0.582	0.156	2.560	27.590
0.578	1.171	15.566	0.148	3.063	7.457
1.777	1.624	0.844	0.156	5.756	84.359
1.700	1.045	0.852	0.188	2.737	26.586
1.842	1.153	15.832	0.156	1.782	-2.089
1.900	1.770	13.953	0.195	3.232	18.042
1.753	1.563	4.938	0.234	3.321	31.927
1.900	1.522	5.258	0.148	3.207	29.526
1.974	1.370	13.730	0.141	1.682	1.380
1.735	1.216	6.855	0.203	2.805	21.292
1.585	1.240	8.723	0.117	1.930	7.017
1.056	1.156	13.246	0.203	2.732	8.551
1.982	1.064	11.801	0.227	3.265	18.055
1.959	1.229	15.398	0.156	2.502	5.989
1.918	1.650	11.277	0.258	4.171	34.835
1.455	1.021	2.516	0.141	3.000	29.463
1.765	1.032	15.871	0.180	3.508	14.406
1.999	1.335	3.094	0.156	2.575	22.040
1.988	1.671	9.184	0.141	3.912	33.020
0.839	1.602	1.508	0.203	3.099	29.668
1.541	1.035	9.277	0.172	3.465	24.548
1.476	1.230	1.633	0.195	3.245	36.080
1.793	1.063	9.422	0.172	1.905	4.958
1.903	1.290	8.477	0.164	4.401	45.980
1.697	1.283	11.762	0.141	4.348	37.131
1.983	2.719	12.434	0.172	2.355	7.113
1.999	2.018	14.559	0.141	5.673	66.606
1.876	1.334	10.227	0.211	2.598	15.262
1.869	2.097	11.730	0.180	2.528	12.945
1.446	1.278	2.051	0.164	2.273	22.730
0.938	1.170	0.426	0.227	3.293	37.797
0.887	1.268	9.402	0.164	2.477	11.038
1.856	1.577	9.914	0.055	4.749	48.599
1.999	1.091	4.477	0.125	2.655	25.146
1.925	1.125	6.902	0.117	4.206	41.864
1.934	1.607	11.824	0.141	3.816	28.209
1.530	1.015	8.805	0.125	2.512	12.159
1.041	1.317	12.281	0.125	3.577	25.351
1.843	1.006	4.906	0.156	1.748	14.146
1.498	1.504	0.234	0.117	2.810	33.607
1.433	1.080	9.531	0.156	2.949	18.244
0.475	2.792	15.477	0.109	2.001	2.344
1.888	1.135	6.086	0.078	4.523	48.545
1.628	2.038	15.203	0.148	3.001	8.663
1.962	1.347	10.469	0.141	1.748	4.972
0.780	1.019	9.074	0.156	4.109	35.309
1.947	2.025	12.219	0.172	3.408	24.419
1.502	1.003	3.129	0.164	2.920	24.288
1.338	1.059	6.926	0.117	1.920	8.936
1.825	1.848	6.262	0.188	2.624	17.405
1.962	1.556	2.559	0.117	2.355	23.302
1.999	1.230	15.250	0.203	3.214	17.667
1.986	1.084	14.473	0.211	2.936	13.829
1.868	1.357	3.004	0.156	3.111	30.248
1.685	1.336	8.613	0.234	1.680	13.287
1.653	1.187	0.555	0.141	1.880	20.017
1.959	1.153	13.246	0.289	4.730	42.668
1.915	2.561	10.613	0.141	3.029	17.722
1.934	3.556	6.312	0.125	3.540	32.774
1.914	1.169	13.180	0.164	4.380	33.514
1.989	1.038	1.730	0.164	1.648	19.182
1.833	1.106	13.934	0.148	4.131	29.800
1.570	1.034	11.855	0.180	4.367	34.448
0.570	1.158	0.523	0.180	3.260	35.983
1.516	1.086	1.137	0.156	2.165	19.199
1.801	1.176	5.562	0.141	3.721	38.972
1.479	1.248	2.367	0.172	3.216	33.834
1.962	1.143	9.125	0.133	2.053	10.395
1.944	1.414	5.539	0.203	2.207	18.400
1.774	1.640	10.801	0.203	3.527	25.209
1.816	1.947	14.465	0.109	2.750	9.722
1.728	2.086	11.777	0.141	2.931	18.333
1.981	1.413	9.023	0.258	2.146	12.727
1.929	1.139	12.316	0.156	2.082	6.171
0.818	1.514	1.203	0.164	2.923	31.622
1.911	1.213	13.059	0.125	3.913	29.679
2.000	2.554	7.277	0.133	2.773	19.920
1.640	1.611	13.320	0.078	3.715	25.058
0.612	1.195	0.297	0.180	3.634	40.381
1.539	1.229	8.969	0.141	2.637	11.802
0.838	1.500	2.133	0.117	2.927	27.434
1.954	1.347	14.273	0.133	3.569	21.823
1.776	1.152	1.219	0.188	3.172	32.148
1.097	1.594	0.535	0.148	4.694	62.767
0.700	1.035	8.797	0.164	2.575	10.538
1.989	1.159	11.477	0.156	1.822	3.470
1.967	3.428	1.625	0.148	3.010	36.791
1.565	1.466	14.934	0.164	3.617	21.995
1.754	1.447	2.961	0.133	3.185	29.036
1.909	1.395	9.289	0.148	4.854	51.009
1.775	1.317	3.680	0.188	2.037	21.731
0.984	1.041	1.957	0.172	2.286	19.870
1.908	2.481	9.141	0.172	2.591	21.479
0.678	1.299	7.879	0.156	2.627	10.256
1.778	1.816	14.852	0.180	2.677	13.544
1.989	1.326	12.688	0.133	2.246	7.427
1.431	3.280	5.707	0.180	3.162	31.588
2.000	1.107	1.016	0.164	2.667	25.507
0.804	1.362	3.605	0.164	1.600	10.130
1.896	1.047	15.031	0.148	4.499	34.941
1.823	1.315	12.246	0.195	2.336	10.149
1.997	1.132	0.176	0.141	2.545	27.142
1.376	1.098	10.547	0.141	2.205	7.028
1.956	1.255	8.973	0.180	4.116	35.927
1.536	1.322	4.797	0.234	3.043	25.377
0.578	1.082	0.301	0.188	5.358	73.766
1.392	1.981	8.762	0.195	6.706	104.236
1.964	1.021	11.750	0.172	4.175	32.033
2.000	1.079	8.359	0.195	2.907	21.223
1.461	2.077	0.805	0.141	3.351	35.069
1.888	1.373	15.648	0.156	4.450	34.420
0.619	2.650	11.648	0.141	2.623	7.301
1.672	3.083	2.332	0.156	1.976	23.374
2.000	1.504	4.281	0.156	4.025	42.108
0.969	1.074	0.840	0.180	2.322	26.270
1.176	1.081	12.578	0.141	4.318	31.023
1.991	1.509	9.812	0.148	1.682	4.178
1.947	1.359	7.168	0.148	2.189	18.044
1.516	1.937	1.125	0.125	3.299	40.333
1.990	1.190	14.246	0.164	3.960	29.105
1.952	1.204	8.914	0.117	3.549	29.211
0.799	1.060	0.477	0.125	2.631	23.284
1.600	1.625	8.832	0.156	3.364	25.734
1.484	1.076	0.156	0.203	1.925	19.153
1.936	1.602	5.871	0.164	2.865	21.989
1.354	1.105	15.617	0.188	4.419	32.443
1.990	1.091	5.398	0.219	2.460	18.298
1.664	1.064	0.867	0.141	3.235	33.310
1.458	1.084	14.242	0.141	2.969	12.447
1.011	1.004	3.934	0.125	4.232	43.927
1.330	1.266	5.516	0.250	2.799	23.265
1.898	1.155	2.164	0.172	2.504	24.289
1.822	3.895	3.191	0.133	2.030	19.596
1.972	1.160	15.898	0.195	3.202	13.877
1.535	2.506	15.738	0.219	1.050	-3.452
1.780	1.193	14.957	0.188	3.048	11.489
1.442	1.544	1.020	0.172	2.396	24.061
1.793	1.525	11.352	0.195	1.934	5.650
1.947	1.008	15.648	0.172	2.793	2.786
1.956	1.165	15.473	0.156	4.522	34.330
1.926	1.055	2.086	0.102	1.360	15.281
1.664	1.503	13.582	0.172	2.585	4.899
1.954	1.957	15.367	0.164	1.980	1.535
0.846	1.021	3.242	0.133	2.533	18.303
1.870	1.775	9.023	0.148	2.722	19.612
1.934	1.048	12.078	0.148	2.317	11.044
1.649	1.159	6.309	0.156	4.568	48.371
1.993	1.052	4.031	0.109	1.504	14.934
1.178	2.302	4.559	0.172	2.837	21.580
1.839	1.256	2.562	0.133	3.617	33.810
1.940	1.279	10.906	0.164	2.291	11.000
1.987	2.058	9.992	0.188	3.762	35.265
1.989	1.552	4.855	0.156	2.191	13.896
1.996	1.509	5.691	0.164	4.560	49.912
1.878	1.106	4.934	0.148	3.004	25.529
0.795	2.419	9.887	0.180	3.954	33.885
1.995	3.837	9.230	0.195	2.688	18.572
2.000	1.937	7.891	0.156	4.383	48.278
1.997	1.863	11.250	0.141	2.541	11.469
1.851	1.025	1.215	0.211	3.161	29.865
2.000	2.442	6.887	0.117	1.283	13.333
0.727	2.017	7.312	0.141	4.942	53.862
1.810	1.152	0.938	0.117	3.548	44.287
1.990	1.503	13.410	0.141	3.110	16.110
1.855	1.449	8.496	0.141	2.850	20.184
1.982	1.090	4.852	0.125	2.144	14.491
1.732	1.249	11.754	0.164	3.957	36.033
1.990	1.179	6.316	0.172	2.029	15.567
1.982	1.110	5.070	0.125	3.737	36.392
1.994	1.072	0.832	0.117	4.006	49.816
1.958	1.031	13.484	0.156	2.214	7.261
1.099	1.243	5.406	0.195	3.419	30.308
1.623	1.104	2.332	0.188	3.405	37.666
0.838	1.232	11.750	0.156	3.614	24.415
0.960	2.228	4.184	0.172	1.858	13.471
1.997	1.413	14.836	0.156	2.877	15.289
1.797	1.721	5.996	0.172	2.324	15.517
1.001	2.132	10.316	0.188	3.392	24.196
1.351	2.281	10.453	0.172	2.569	14.534
1.482	1.841	9.105	0.133	2.073	10.181
1.777	1.449	7.840	0.109	2.690	19.969
0.784	1.235	1.703	0.203	2.200	19.865
0.604	2.096	3.871	0.242	3.026	25.585
1.628	1.029	1.984	0.188	1.836	20.394
1.246	1.118	7.195	0.141	2.100	14.833
2.000	1.137	3.434	0.180	1.861	15.786
1.597	1.345	8.160	0.156	3.421	28.129
1.994	1.011	11.426	0.094	2.501	13.518
1.690	1.232	3.824	0.148	2.432	25.601
1.100	3.608	7.055	0.211	4.485	47.333
1.791	1.193	6.113	0.164	3.079	26.809
1.678	1.092	2.000	0.133	5.647	80.441
0.891	1.483	14.066	0.133	3.326	14.825
1.317	1.159	0.586	0.047	4.533	57.844
1.305	1.285	10.664	0.125	5.383	57.454
1.842	1.012	7.523	0.195	2.238	14.093
1.682	1.726	10.051	0.125	3.091	21.272
1.867	1.087	13.566	0.164	1.901	3.017
1.938	4.327	11.004	0.203	1.677	4.270
1.910	1.217	14.770	0.180	4.645	38.375
1.989	1.887	6.727	0.211	4.081	40.754
1.960	1.042	6.184	0.141	5.022	59.670
1.916	3.002	11.340	0.125	2.298	13.454
1.591	1.209	14.938	0.203	3.373	15.889
1.394	1.119	8.215	0.203	2.261	15.951
1.943	1.061	12.672	0.172	2.391	8.188
1.983	1.676	8.789	0.102	1.838	12.760
1.180	1.476	13.902	0.211	1.861	1.149
1.848	3.870	7.688	0.117	2.821	26.521
1.811	1.617	12.086	0.172	3.338	21.744
1.197	1.677	10.027	0.148	4.537	43.467
1.616	1.186	9.668	0.164	1.768	8.434
0.901	2.213	14.805	0.172	3.248	15.485
1.994	1.095	6.934	0.164	4.104	40.822
1.712	1.003	1.934	0.117	2.814	21.541
1.930	1.196	14.164	0.141	1.975	1.947
1.159	1.022	15.465	0.133	2.215	-3.737
1.980	2.459	13.285	0.102	2.857	10.219
1.806	1.351	15.949	0.164	2.582	6.710
1.933	1.061	6.301	0.078	2.732	23.507
1.824	1.014	13.434	0.156	3.550	21.372
1.840	1.841	12.793	0.109	4.183	34.912
0.851	1.650	0.102	0.195	3.090	36.133
1.563	1.067	2.078	0.188	2.539	23.515
1.974	1.335	12.582	0.141	2.375	8.027
1.800	2.414	8.711	0.164	3.689	32.069
1.986	1.887	1.121	0.133	3.516	39.936
1.642	1.108	14.320	0.117	3.082	11.602
1.428	1.419	8.777	0.133	4.205	37.925
2.000	1.539	12.922	0.156	3.211	21.012
1.891	1.109	5.809	0.188	2.600	21.822
1.943	1.177	15.047	0.188	3.832	27.919
0.401	1.063	7.277	0.211	1.936	10.203
1.812	1.312	9.863	0.203	3.201	23.779
1.913	1.167	6.680	0.133	2.899	16.911
1.997	1.107	15.176	0.148	1.871	-2.945
1.728	1.004	7.367	0.180	3.793	28.125
1.662	1.095	14.246	0.172	4.199	26.468
1.966	1.490	7.797	0.102	3.338	27.954
1.897	1.026	5.012	0.148	2.083	16.223
1.926	1.594	3.262	0.141	3.429	32.387
0.366	1.140	13.562	0.180	2.163	3.670
1.318	1.214	12.652	0.164	2.151	1.399
1.682	1.679	4.855	0.141	2.258	17.793
0.688	1.475	5.484	0.133	2.117	12.392
1.960	2.076	4.480	0.211	3.436	29.419
1.595	1.378	5.531	0.156	3.007	24.612
1.925	1.280	8.594	0.188	3.089	18.831
1.840	1.444	1.582	0.172	2.736	33.644
1.901	1.112	7.867	0.234	4.190	40.323
1.985	1.131	12.406	0.125	3.512	19.337
1.720	1.161	1.012	0.148	3.983	48.228
1.504	1.083	0.535	0.117	1.994	20.826
1.451	1.004	10.980	0.148	3.030	20.643
1.185	1.105	11.734	0.133	2.935	12.658
1.994	1.293	7.078	0.180	1.251	8.491
1.971	1.002	0.152	0.125	3.247	37.920
1.663	1.548	1.871	0.211	3.461	34.767
1.349	1.402	11.762	0.125	1.609	-7.017
1.969	1.220	12.188	0.117	3.028	15.121
1.774	2.419	7.750	0.172	2.105	19.598
1.645	1.081	15.594	0.164	3.508	19.745
1.610	1.549	14.199	0.102	1.809	-2.916
1.967	1.040	12.828	0.156	2.920	14.864
1.999	2.347	1.766	0.172	4.271	56.244
1.275	1.103	15.426	0.086	4.488	31.127
